company_id,group_id,relationship_type,weight,direction,source_file
COMP_0038,GROUP_0104,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0039,GROUP_0225,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0040,GROUP_0178,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0041,GROUP_0149,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0042,GROUP_0162,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0043,GROUP_0185,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0044,GROUP_0241,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0045,GROUP_0242,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0046,GROUP_0062,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0047,GROUP_0018,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0048,GROUP_0241,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0049,GROUP_0180,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0050,GROUP_0230,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0051,GROUP_0163,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0052,GROUP_0142,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0053,GROUP_0174,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0054,GROUP_0217,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0055,GROUP_0131,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0056,GROUP_0234,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0057,GROUP_0122,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0058,GROUP_0104,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0059,GROUP_0101,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0060,GROUP_0112,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0061,GROUP_0022,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0062,GROUP_0165,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0063,GROUP_0011,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0064,GROUP_0174,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0065,GROUP_0139,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0066,GROUP_0115,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0067,GROUP_0064,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0068,GROUP_0142,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0069,GROUP_0175,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0070,GROUP_0230,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0071,GROUP_0102,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0072,GROUP_0003,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0073,GROUP_0101,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0074,GROUP_0088,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0075,GROUP_0115,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0076,GROUP_0146,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0077,GROUP_0213,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0078,GROUP_0246,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0079,GROUP_0203,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0080,GROUP_0112,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0081,GROUP_0217,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0082,GROUP_0172,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0083,GROUP_0133,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0084,GROUP_0138,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0085,GROUP_0155,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0086,GROUP_0168,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0087,GROUP_0065,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0088,GROUP_0172,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0089,GROUP_0153,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0090,GROUP_0116,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0091,GROUP_0237,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0092,GROUP_0159,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0093,GROUP_0149,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0094,GROUP_0021,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0095,GROUP_0240,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0096,GROUP_0217,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0097,GROUP_0170,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0098,GROUP_0132,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0099,GROUP_0238,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0100,GROUP_0129,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0101,GROUP_0108,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0102,GROUP_0158,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0103,GROUP_0170,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0104,GROUP_0173,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0105,GROUP_0079,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0106,GROUP_0022,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0107,GROUP_0094,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0108,GROUP_0179,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0109,GROUP_0170,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0110,GROUP_0008,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0111,GROUP_0243,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0112,GROUP_0222,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0113,GROUP_0070,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0114,GROUP_0044,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0115,GROUP_0095,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0116,GROUP_0195,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0117,GROUP_0101,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0118,GROUP_0138,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0119,GROUP_0048,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0120,GROUP_0210,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0121,GROUP_0158,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0122,GROUP_0086,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0123,GROUP_0153,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0124,GROUP_0136,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0125,GROUP_0250,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0126,GROUP_0220,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0127,GROUP_0064,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0128,GROUP_0103,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0129,GROUP_0185,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0130,GROUP_0079,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0131,GROUP_0070,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0132,GROUP_0104,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0133,GROUP_0103,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0134,GROUP_0169,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0135,GROUP_0050,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0136,GROUP_0142,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0137,GROUP_0217,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0138,GROUP_0035,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0139,GROUP_0217,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0140,GROUP_0072,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0141,GROUP_0220,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0142,GROUP_0217,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0143,GROUP_0146,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0144,GROUP_0236,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0145,GROUP_0007,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0146,GROUP_0020,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0147,GROUP_0227,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0148,GROUP_0016,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0149,GROUP_0132,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0150,GROUP_0081,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0151,GROUP_0101,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0152,GROUP_0037,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0153,GROUP_0115,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0154,GROUP_0003,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0155,GROUP_0143,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0156,GROUP_0187,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0157,GROUP_0146,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0158,GROUP_0001,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0159,GROUP_0102,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0160,GROUP_0106,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0161,GROUP_0079,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0162,GROUP_0095,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0163,GROUP_0094,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0164,GROUP_0154,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0165,GROUP_0035,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0166,GROUP_0149,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0167,GROUP_0218,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0168,GROUP_0061,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0169,GROUP_0090,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0170,GROUP_0128,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0171,GROUP_0048,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0172,GROUP_0212,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0173,GROUP_0019,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0174,GROUP_0017,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0175,GROUP_0143,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0176,GROUP_0225,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0177,GROUP_0185,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0178,GROUP_0220,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0179,GROUP_0017,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0180,GROUP_0055,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0181,GROUP_0045,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0182,GROUP_0179,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0183,GROUP_0232,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0184,GROUP_0044,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0185,GROUP_0044,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0186,GROUP_0142,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0187,GROUP_0044,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0188,GROUP_0158,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0189,GROUP_0211,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0190,GROUP_0182,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0191,GROUP_0132,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0192,GROUP_0048,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0193,GROUP_0224,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0194,GROUP_0035,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0195,GROUP_0065,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0196,GROUP_0199,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0197,GROUP_0035,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0198,GROUP_0037,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0199,GROUP_0179,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0200,GROUP_0224,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0201,GROUP_0101,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0202,GROUP_0194,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0203,GROUP_0016,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0204,GROUP_0052,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0205,GROUP_0175,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0206,GROUP_0239,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0207,GROUP_0153,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0208,GROUP_0003,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0209,GROUP_0221,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0210,GROUP_0117,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0211,GROUP_0243,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0212,GROUP_0199,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0213,GROUP_0170,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0214,GROUP_0112,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0215,GROUP_0070,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0216,GROUP_0067,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0217,GROUP_0087,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0218,GROUP_0113,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0219,GROUP_0132,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0220,GROUP_0124,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0221,GROUP_0138,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0222,GROUP_0064,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0223,GROUP_0078,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0224,GROUP_0234,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0225,GROUP_0118,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0226,GROUP_0013,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0227,GROUP_0092,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0228,GROUP_0081,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0229,GROUP_0101,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0230,GROUP_0213,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0231,GROUP_0108,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0232,GROUP_0038,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0233,GROUP_0150,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0234,GROUP_0101,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0235,GROUP_0028,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0236,GROUP_0243,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0237,GROUP_0044,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0238,GROUP_0149,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0239,GROUP_0202,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0240,GROUP_0009,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0241,GROUP_0050,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0242,GROUP_0108,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0243,GROUP_0170,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0244,GROUP_0212,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0245,GROUP_0096,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0246,GROUP_0213,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0247,GROUP_0218,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0248,GROUP_0095,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0249,GROUP_0194,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0250,GROUP_0065,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0251,GROUP_0170,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0252,GROUP_0179,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0253,GROUP_0055,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0254,GROUP_0158,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0255,GROUP_0025,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0256,GROUP_0170,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0257,GROUP_0023,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0258,GROUP_0078,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0259,GROUP_0198,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0260,GROUP_0087,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0261,GROUP_0086,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0262,GROUP_0211,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0263,GROUP_0250,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0264,GROUP_0066,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0265,GROUP_0033,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0266,GROUP_0016,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0267,GROUP_0155,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0268,GROUP_0094,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0269,GROUP_0156,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0270,GROUP_0116,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0271,GROUP_0138,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0272,GROUP_0017,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0273,GROUP_0155,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0274,GROUP_0097,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0275,GROUP_0060,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0276,GROUP_0199,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0277,GROUP_0236,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0278,GROUP_0162,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0279,GROUP_0022,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0280,GROUP_0107,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0281,GROUP_0127,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0282,GROUP_0187,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0283,GROUP_0089,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0284,GROUP_0163,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0285,GROUP_0205,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0286,GROUP_0203,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0287,GROUP_0231,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0288,GROUP_0075,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0289,GROUP_0142,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0290,GROUP_0053,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0291,GROUP_0104,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0292,GROUP_0199,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0293,GROUP_0126,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0294,GROUP_0217,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0295,GROUP_0039,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0296,GROUP_0199,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0297,GROUP_0011,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0298,GROUP_0063,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0299,GROUP_0087,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0300,GROUP_0144,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0301,GROUP_0009,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0302,GROUP_0243,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0303,GROUP_0239,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0304,GROUP_0127,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0305,GROUP_0184,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0306,GROUP_0094,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0307,GROUP_0112,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0308,GROUP_0250,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0309,GROUP_0250,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0310,GROUP_0158,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0311,GROUP_0175,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0312,GROUP_0194,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0313,GROUP_0094,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0314,GROUP_0101,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0315,GROUP_0064,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0316,GROUP_0150,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0317,GROUP_0170,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0318,GROUP_0226,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0319,GROUP_0184,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0320,GROUP_0246,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0321,GROUP_0159,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0322,GROUP_0108,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0323,GROUP_0122,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0324,GROUP_0138,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0325,GROUP_0101,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0326,GROUP_0018,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0327,GROUP_0130,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0328,GROUP_0136,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0329,GROUP_0161,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0330,GROUP_0088,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0331,GROUP_0096,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0332,GROUP_0149,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0333,GROUP_0217,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0334,GROUP_0159,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0335,GROUP_0214,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0336,GROUP_0211,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0337,GROUP_0022,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0338,GROUP_0088,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0339,GROUP_0188,member_of_group,1,company_to_group,companies.csv;groups.csv
COMP_0340,GROUP_0116,member_of_group,1,company_to_group,companies.csv;groups.csv
